Date,Price,Open,High,Low,Change %
2015-01-02,1189.18,1182.7,1194.6,1168.75,0.61
2017-01-02,1150.52,1150.55,1152.66,1149.66,-0.12
2018-01-02,1318.14,1302.55,1318.98,1302.51,0.86
2019-01-02,1284.77,1281.62,1288.69,1278.33,0.17
2020-01-02,1528.94,1517.13,1531.3,1517.09,0.77
2023-01-02,1823.69,1823.85,1823.94,1823.85,-0.04
2024-01-02,2058.88,2062.9,2079.02,2056.04,-0.24
2025-01-02,2657.16,2626.6,2660.85,2621.51,1.27
2015-02-02,1275.44,1281.81,1283.85,1266.93,-0.63
2016-02-02,1129.12,1128.82,1130.7,1122.44,0.02
2017-02-02,1215.93,1209.53,1225.41,1208.26,0.53
2018-02-02,1332.98,1349.16,1350.12,1327.21,-1.2
2021-02-02,1837.35,1860.84,1864.26,1829.46,-1.23
2022-02-02,1806.5,1800.94,1811.53,1794.11,0.32
2023-02-02,1912.37,1950.54,1959.77,1911.33,-1.95
2024-02-02,2038.59,2055.09,2058.2,2027.45,-0.79
2015-03-02,1207.1,1213.8,1223.6,1204.6,-0.5
2016-03-02,1240.3,1232.35,1244.29,1224.48,0.65
2017-03-02,1235.3,1249.44,1250.36,1231.16,-1.09
2018-03-02,1322.2,1316.51,1325.51,1314.93,0.43
2020-03-02,1590.73,1590.99,1610.78,1579.54,0.35
2021-03-02,1738.09,1724.1,1738.89,1707.18,0.83
2022-03-02,1926.11,1943.69,1948.18,1913.82,-0.88
2023-03-02,1836.0,1837.2,1838.94,1829.44,-0.04
2015-04-02,1202.59,1204.95,1208.15,1195.75,-0.13
2018-04-02,1341.35,1326.2,1345.26,1324.9,1.23
2019-04-02,1293.15,1287.55,1293.15,1285.16,0.43
2020-04-02,1613.79,1590.75,1621.27,1576.43,1.17
2021-04-02,1728.84,1730.47,1732.55,1728.67,-0.08
2024-04-02,2280.1,2250.88,2281.17,2246.79,1.32
2016-05-02,1291.6,1293.69,1303.98,1287.48,-0.17
2017-05-02,1256.9,1256.51,1257.89,1251.48,0.01
2018-05-02,1304.85,1304.38,1313.8,1303.94,0.07
2019-05-02,1270.54,1276.81,1278.18,1266.1,-0.48
2022-05-02,1862.77,1896.09,1900.1,1854.74,-1.77
2023-05-02,2016.28,1982.81,2019.54,1978.38,1.73
2024-05-02,2303.29,2319.89,2326.57,2285.58,-0.63
2015-06-02,1193.38,1188.95,1196.12,1185.48,0.36
2016-06-02,1210.95,1213.62,1218.05,1209.99,-0.2
2017-06-02,1279.98,1266.11,1279.98,1259.0,1.13
2020-06-02,1727.97,1740.93,1745.54,1721.52,-0.71
2021-06-02,1907.94,1900.05,1909.34,1894.05,0.41
2022-06-02,1868.13,1846.44,1870.69,1843.76,1.22
2023-06-02,1947.63,1978.14,1983.52,1947.67,-1.53
2015-07-02,1166.15,1168.8,1169.11,1157.25,-0.23
2018-07-02,1241.97,1253.5,1254.61,1239.59,-0.88
2019-07-02,1418.44,1383.4,1419.72,1383.4,2.47
2020-07-02,1776.13,1769.6,1780.21,1757.85,0.33
2021-07-02,1786.79,1776.83,1795.4,1773.73,0.57
2024-07-02,2329.28,2332.05,2336.9,2319.24,-0.1
2016-08-02,1363.68,1353.47,1367.81,1347.06,0.77
2017-08-02,1266.7,1268.8,1273.34,1263.18,-0.19
2018-08-02,1207.96,1215.25,1221.42,1207.2,-0.67
2019-08-02,1440.7,1445.66,1448.05,1430.08,-0.32
2021-08-02,1813.39,1814.34,1819.94,1805.12,-0.01
2022-08-02,1759.75,1772.23,1788.24,1759.86,-0.68
2023-08-02,1933.56,1945.74,1955.4,1933.0,-0.54
2024-08-02,2443.29,2445.16,2477.72,2410.83,-0.09
2015-09-02,1134.05,1139.49,1143.0,1132.31,-0.53
2016-09-02,1325.01,1314.13,1329.09,1309.51,0.85
2019-09-02,1530.59,1520.05,1533.77,1519.05,0.68
2020-09-02,1942.98,1969.71,1974.41,1932.75,-1.4
2021-09-02,1809.4,1813.92,1817.53,1804.48,-0.23
2022-09-02,1711.44,1696.35,1718.31,1694.64,0.91
2024-09-02,2499.29,2502.74,2507.5,2490.14,-0.15
2015-10-02,1138.14,1114.08,1141.9,1104.52,2.21
2017-10-02,1271.12,1279.5,1279.61,1270.45,-0.65
2018-10-02,1203.1,1189.2,1208.65,1188.57,1.23
2019-10-02,1499.51,1479.19,1504.98,1474.25,1.39
2020-10-02,1898.7,1905.65,1917.28,1889.57,-0.33
2023-10-02,1827.4,1848.13,1849.06,1826.6,-1.13
2024-10-02,2657.75,2661.15,2663.85,2641.18,-0.19
2015-11-02,1133.75,1141.49,1143.01,1132.75,-0.76
2016-11-02,1297.39,1287.9,1308.26,1287.5,0.72
2017-11-02,1275.99,1274.91,1284.49,1273.64,0.13
2018-11-02,1232.89,1234.04,1236.79,1229.85,-0.03
2020-11-02,1895.1,1878.59,1896.12,1873.21,0.91
2021-11-02,1787.28,1793.61,1796.91,1785.78,-0.32
2022-11-02,1634.89,1647.77,1669.6,1634.4,-0.77
2023-11-02,1985.51,1983.53,1991.49,1978.9,0.17
2015-12-02,1053.69,1069.49,1071.55,1050.63,-1.48
2016-12-02,1176.92,1171.05,1178.03,1166.2,0.48
2019-12-02,1462.44,1466.73,1466.73,1453.7,-0.16
2020-12-02,1831.01,1815.19,1832.65,1806.99,0.89
2021-12-02,1768.64,1783.05,1783.58,1761.68,-0.79
2022-12-02,1797.82,1803.15,1804.93,1778.26,-0.28
2024-12-02,2638.93,2653.82,2656.21,2621.9,-0.55
2017-01-03,1158.91,1150.8,1163.61,1145.77,0.73
2018-01-03,1312.84,1318.16,1321.4,1307.16,-0.4
2019-01-03,1293.99,1285.12,1295.27,1284.16,0.72
2020-01-03,1551.65,1529.11,1553.45,1527.95,1.49
2022-01-03,1800.85,1830.14,1832.06,1797.93,-1.51
2023-01-03,1839.49,1826.14,1850.69,1824.42,0.87
2024-01-03,2040.78,2059.15,2066.12,2030.68,-0.88
2025-01-03,2639.12,2657.29,2665.47,2636.4,-0.68
2015-02-03,1260.2,1275.4,1285.59,1255.7,-1.19
2016-02-03,1142.93,1129.16,1146.0,1124.35,1.22
2017-02-03,1219.88,1215.89,1221.48,1207.18,0.32
2020-02-03,1576.45,1589.85,1591.86,1571.26,-0.86
2021-02-03,1833.76,1837.49,1845.29,1829.49,-0.2
2022-02-03,1804.4,1807.19,1809.22,1788.39,-0.12
2023-02-03,1865.53,1912.57,1918.72,1861.41,-2.45
2025-02-03,2813.49,2801.4,2831.7,2771.69,0.45
2015-03-03,1203.8,1207.19,1215.09,1195.39,-0.27
2016-03-03,1263.69,1240.3,1267.44,1237.34,1.89
2017-03-03,1234.3,1234.8,1236.28,1222.59,-0.08
2020-03-03,1639.77,1590.78,1649.5,1587.79,3.08
2021-03-03,1710.95,1738.59,1740.85,1701.94,-1.56
2022-03-03,1935.21,1926.49,1941.47,1921.73,0.47
2023-03-03,1854.97,1836.1,1856.47,1834.51,1.03
2025-03-03,2893.71,2856.71,2895.45,2855.63,1.23
2015-04-03,1210.9,1201.74,1212.74,1200.11,0.69
2017-04-03,1253.35,1248.4,1254.2,1244.55,0.34
2018-04-03,1332.83,1340.69,1342.87,1329.18,-0.64
2019-04-03,1289.9,1292.21,1294.67,1288.2,-0.25
2020-04-03,1618.45,1609.99,1627.04,1607.0,0.29
2023-04-03,1984.11,1970.84,1990.64,1949.82,0.82
2024-04-03,2299.17,2279.57,2301.22,2265.5,0.84
2016-05-03,1286.0,1291.76,1302.4,1282.46,-0.43
2017-05-03,1238.38,1256.71,1257.29,1236.41,-1.47
2018-05-03,1312.09,1305.18,1318.91,1305.02,0.55
2019-05-03,1279.19,1270.61,1282.67,1268.81,0.68
2021-05-03,1792.36,1768.49,1798.22,1765.91,1.34
2022-05-03,1867.79,1863.05,1878.19,1850.33,0.27
2023-05-03,2039.02,2014.8,2040.69,2007.96,1.13
2024-05-03,2301.56,2303.2,2321.64,2277.47,-0.08
2015-06-03,1185.5,1193.86,1195.81,1180.18,-0.66
2016-06-03,1244.49,1211.16,1244.91,1207.01,2.77
2019-06-03,1325.17,1307.55,1328.3,1306.7,1.5
2020-06-03,1698.63,1728.97,1732.92,1690.01,-1.7
2021-06-03,1870.57,1908.09,1909.89,1865.11,-1.96
2022-06-03,1850.77,1868.53,1874.3,1847.02,-0.93
2024-06-03,2350.35,2329.61,2354.82,2314.76,1.0
2015-07-03,1167.94,1166.29,1170.5,1164.96,0.15
2017-07-03,1220.46,1241.46,1242.83,1218.41,-1.7
2018-07-03,1252.93,1242.21,1257.41,1237.81,0.88
2019-07-03,1418.94,1419.95,1436.39,1412.48,0.04
2020-07-03,1775.05,1774.03,1777.01,1772.03,-0.06
2023-07-03,1921.43,1919.4,1931.09,1910.1,0.1
2024-07-03,2356.06,2328.0,2365.06,2326.93,1.15
2015-08-03,1086.5,1095.61,1098.15,1085.92,-0.84
2016-08-03,1357.9,1363.65,1366.85,1354.16,-0.42
2017-08-03,1268.65,1266.46,1271.37,1258.7,0.15
2018-08-03,1213.43,1208.01,1220.41,1204.4,0.45
2020-08-03,1977.25,1980.43,1985.22,1960.15,0.07
2021-08-03,1809.94,1813.64,1815.18,1806.73,-0.19
2022-08-03,1764.9,1760.53,1772.9,1754.33,0.29
2023-08-03,1933.74,1934.66,1939.03,1929.55,0.01
2015-09-03,1125.25,1134.01,1134.5,1121.75,-0.78
2018-09-03,1201.15,1200.59,1204.59,1196.11,0.01
2019-09-03,1547.0,1529.6,1549.8,1521.4,1.07
2020-09-03,1930.85,1943.0,1951.15,1921.95,-0.62
2021-09-03,1826.19,1809.98,1834.55,1808.53,0.93
2024-09-03,2492.76,2500.5,2506.44,2473.25,-0.26
2016-10-03,1311.96,1318.24,1320.11,1309.58,-0.3
2017-10-03,1271.75,1270.71,1274.71,1267.91,0.05
2018-10-03,1197.37,1203.39,1208.77,1196.71,-0.48
2019-10-03,1505.0,1499.55,1518.75,1495.85,0.37
2022-10-03,1699.22,1661.3,1701.8,1659.1,2.38
2023-10-03,1822.81,1827.96,1833.36,1814.7,-0.25
2024-10-03,2655.9,2658.66,2663.4,2639.73,-0.07
2015-11-03,1117.6,1133.6,1138.3,1114.48,-1.42
2016-11-03,1303.75,1297.16,1306.9,1285.51,0.49
2017-11-03,1269.85,1276.8,1279.74,1265.55,-0.48
2020-11-03,1908.36,1895.8,1910.71,1886.81,0.7
2021-11-03,1769.52,1787.71,1788.42,1758.45,-0.99
2022-11-03,1629.15,1635.8,1641.32,1616.18,-0.35
2023-11-03,1992.27,1985.69,2004.06,1983.26,0.34
2015-12-03,1062.57,1053.71,1065.8,1046.25,0.84
2018-12-03,1231.08,1223.12,1234.94,1221.09,0.75
2019-12-03,1477.34,1462.5,1481.9,1458.87,1.02
2020-12-03,1840.36,1831.34,1844.45,1823.6,0.51
2021-12-03,1783.74,1768.84,1786.44,1765.63,0.85
2024-12-03,2643.44,2639.05,2655.71,2634.12,0.17
2016-01-04,1074.7,1065.36,1083.7,1061.9,1.32
2017-01-04,1163.8,1159.28,1168.23,1156.35,0.42
2018-01-04,1322.97,1312.53,1325.92,1305.67,0.77
2019-01-04,1284.92,1294.06,1298.51,1276.49,-0.7
2021-01-04,1942.28,1906.05,1944.65,1905.36,2.33
2022-01-04,1814.56,1801.34,1816.83,1798.44,0.76
2023-01-04,1854.09,1839.51,1865.49,1835.92,0.79
2024-01-04,2043.26,2041.34,2051.4,2036.24,0.12
2015-02-04,1270.05,1260.25,1272.2,1256.85,0.78
2016-02-04,1155.74,1142.95,1157.59,1139.43,1.12
2019-02-04,1311.75,1317.55,1318.8,1308.26,-0.47
2020-02-04,1552.55,1576.3,1579.54,1548.99,-1.52
2021-02-04,1792.26,1834.34,1835.13,1785.15,-2.26
2022-02-04,1807.49,1804.8,1815.44,1790.94,0.17
2025-02-04,2841.94,2814.8,2845.57,2806.9,1.01
2015-03-04,1199.85,1203.75,1209.4,1198.25,-0.33
2016-03-04,1259.44,1263.89,1279.98,1250.29,-0.34
2019-03-04,1286.66,1293.62,1297.11,1282.75,-0.53
2020-03-04,1635.83,1639.85,1651.68,1631.99,-0.24
2021-03-04,1697.19,1711.84,1723.34,1690.64,-0.8
2022-03-04,1968.45,1935.65,1970.8,1929.78,1.72
2024-03-04,2114.99,2082.09,2119.95,2079.45,1.52
2025-03-04,2917.49,2894.05,2928.15,2881.81,0.82
2016-04-04,1215.4,1220.35,1223.35,1214.7,-0.58
2017-04-04,1256.22,1255.46,1261.9,1254.46,0.23
2018-04-04,1333.35,1332.82,1348.45,1331.59,0.04
2019-04-04,1292.38,1289.95,1294.36,1280.84,0.19
2022-04-04,1932.44,1924.94,1937.05,1915.55,0.42
2023-04-04,2019.97,1984.59,2025.19,1977.01,1.81
2024-04-04,2289.43,2299.62,2305.31,2280.15,-0.42
2015-05-04,1188.25,1178.95,1193.45,1177.88,0.83
2016-05-04,1279.49,1285.99,1289.68,1271.64,-0.51
2017-05-04,1227.75,1238.66,1241.77,1225.7,-0.86
2018-05-04,1315.05,1312.3,1315.61,1308.41,0.23
2020-05-04,1701.69,1697.26,1712.0,1690.96,0.08
2021-05-04,1778.48,1792.29,1799.38,1770.84,-0.77
2022-05-04,1880.92,1868.04,1889.74,1861.17,0.7
2023-05-04,2051.11,2036.86,2073.29,2030.34,0.59
2015-06-04,1176.26,1185.51,1186.41,1172.76,-0.78
2018-06-04,1291.98,1293.16,1298.47,1290.27,-0.09
2019-06-04,1325.28,1325.05,1329.38,1319.98,0.01
2020-06-04,1711.84,1699.11,1722.22,1697.4,0.78
2021-06-04,1889.97,1871.32,1896.6,1856.09,1.04
2024-06-04,2327.68,2349.0,2351.76,2315.53,-0.96
2016-07-04,1350.78,1342.58,1357.97,1338.34,0.63
2017-07-04,1223.97,1221.94,1226.74,1220.69,0.29
2018-07-04,1256.95,1252.42,1261.85,1252.16,0.32
2019-07-04,1415.64,1419.8,1422.0,1410.59,-0.23
2022-07-04,1809.12,1812.27,1814.36,1803.45,-0.06
2023-07-04,1925.09,1921.78,1930.84,1919.9,0.19
2024-07-04,2356.12,2353.7,2362.64,2350.76,0.0
2015-08-04,1087.45,1086.18,1095.05,1081.05,0.09
2016-08-04,1361.2,1358.41,1365.45,1348.9,0.24
2017-08-04,1258.6,1269.01,1270.94,1254.75,-0.79
2020-08-04,2018.52,1976.45,2019.96,1968.38,2.09
2021-08-04,1811.41,1810.6,1832.1,1806.54,0.08
2022-08-04,1790.97,1765.34,1795.29,1763.0,1.48
2023-08-04,1941.62,1934.12,1947.19,1929.75,0.41
2015-09-04,1123.0,1125.25,1130.2,1117.15,-0.2
2017-09-04,1334.67,1334.38,1339.85,1331.92,0.73
2018-09-04,1191.35,1201.29,1202.31,1189.55,-0.82
2019-09-04,1552.6,1547.05,1557.25,1533.68,0.36
2020-09-04,1932.85,1931.51,1942.25,1916.64,0.1
2023-09-04,1938.19,1940.49,1946.42,1936.15,-0.03
2024-09-04,2494.19,2492.94,2500.2,2471.95,0.06
2016-10-04,1268.3,1312.18,1313.52,1266.81,-3.33
2017-10-04,1274.69,1271.64,1282.42,1270.85,0.23
2018-10-04,1199.66,1197.35,1207.11,1195.76,0.19
2019-10-04,1504.6,1505.19,1510.94,1497.01,-0.03
2021-10-04,1769.51,1762.15,1771.06,1747.23,0.52
2022-10-04,1726.24,1699.4,1729.73,1694.73,1.59
2023-10-04,1821.08,1824.3,1831.05,1816.15,-0.1
2024-10-04,2652.25,2654.39,2670.15,2632.0,-0.14
2015-11-04,1107.44,1117.63,1122.85,1106.38,-0.91
2016-11-04,1304.25,1302.61,1307.11,1294.65,0.04
2019-11-04,1509.63,1513.8,1514.93,1504.46,-0.29
2020-11-04,1903.21,1908.59,1916.68,1883.15,-0.27
2021-11-04,1791.7,1769.98,1799.26,1769.13,1.25
2022-11-04,1680.27,1629.4,1682.17,1628.23,3.14
2024-11-04,2736.39,2734.1,2748.3,2729.78,0.05
2015-12-04,1086.99,1062.39,1089.09,1058.14,2.3
2017-12-04,1276.23,1272.93,1277.24,1271.8,-0.31
2018-12-04,1238.55,1231.35,1242.24,1230.41,0.61
2019-12-04,1474.35,1477.21,1484.25,1471.21,-0.2
2020-12-04,1837.61,1841.05,1848.26,1829.3,-0.15
2023-12-04,2029.74,2071.25,2135.9,2020.34,-1.99
2024-12-04,2649.79,2643.57,2657.36,2632.5,0.24
2015-01-05,1204.45,1189.34,1208.15,1183.45,1.28
2016-01-05,1077.66,1074.66,1082.3,1072.7,0.28
2017-01-05,1180.48,1163.67,1184.99,1162.38,1.43
2018-01-05,1320.21,1323.5,1323.83,1313.81,-0.21
2021-01-05,1949.35,1942.65,1953.17,1934.08,0.36
2022-01-05,1809.53,1814.9,1829.82,1807.97,-0.28
2023-01-05,1833.19,1854.19,1859.36,1824.68,-1.13
2024-01-05,2045.5,2043.69,2064.03,2024.49,0.11
2015-02-05,1264.7,1269.9,1274.0,1256.52,-0.42
2016-02-05,1173.69,1155.74,1174.9,1145.36,1.55
2018-02-05,1339.6,1332.32,1341.7,1328.88,0.5
2019-02-05,1315.01,1311.75,1316.86,1310.3,0.25
2020-02-05,1556.7,1552.57,1562.31,1547.2,0.27
2021-02-05,1811.62,1792.49,1815.32,1791.8,1.08
2024-02-05,2024.67,2039.91,2042.32,2014.4,-0.68
2025-02-05,2865.09,2842.06,2882.53,2839.32,0.81
2015-03-05,1198.6,1199.75,1209.7,1196.4,-0.1
2018-03-05,1320.01,1323.75,1327.92,1317.26,-0.17
2019-03-05,1287.43,1286.67,1289.75,1280.95,0.06
2020-03-05,1670.61,1635.83,1674.66,1634.92,2.13
2021-03-05,1700.86,1698.59,1707.76,1687.12,0.22
2024-03-05,2127.55,2115.15,2142.15,2110.52,0.59
2025-03-05,2918.84,2917.59,2929.94,2894.19,0.05
2016-04-05,1231.14,1215.31,1237.05,1214.9,1.3
2017-04-05,1255.3,1255.73,1257.78,1243.85,-0.07
2018-04-05,1326.55,1333.02,1335.29,1322.8,-0.51
2019-04-05,1291.7,1292.46,1293.77,1284.46,-0.05
2021-04-05,1728.44,1728.74,1733.75,1721.22,-0.02
2022-04-05,1923.76,1933.38,1944.73,1917.74,-0.45
2023-04-05,2020.35,2020.44,2032.2,2009.99,0.02
2024-04-05,2329.5,2289.88,2330.34,2267.85,1.75
2015-05-05,1193.33,1188.56,1200.1,1185.9,0.43
2016-05-05,1278.05,1279.85,1286.38,1269.24,-0.11
2017-05-05,1227.74,1227.93,1235.79,1225.83,0.0
2020-05-05,1707.17,1701.78,1712.6,1691.13,0.32
2021-05-05,1786.44,1778.91,1788.35,1769.95,0.45
2022-05-05,1876.84,1881.47,1910.03,1872.48,-0.22
2023-05-05,2016.54,2051.73,2053.13,1999.3,-1.69
2015-06-05,1172.0,1177.24,1179.35,1163.1,-0.36
2017-06-05,1279.95,1279.34,1283.77,1278.0,0.0
2018-06-05,1296.13,1292.34,1300.94,1289.79,0.32
2019-06-05,1330.18,1325.5,1344.26,1324.6,0.37
2020-06-05,1685.83,1711.2,1716.39,1670.75,-1.52
2023-06-05,1961.76,1947.59,1964.13,1938.14,0.73
2024-06-05,2354.78,2328.0,2358.07,2325.88,1.16
2016-07-05,1356.14,1351.15,1357.71,1338.43,0.4
2017-07-05,1226.95,1223.55,1229.34,1217.64,0.24
2018-07-05,1257.76,1256.9,1260.17,1251.08,0.06
2019-07-05,1399.95,1415.81,1424.36,1386.92,-1.11
2021-07-05,1791.61,1787.69,1795.69,1784.09,0.27
2022-07-05,1764.35,1808.74,1812.42,1763.48,-2.47
2023-07-05,1917.32,1925.9,1935.17,1914.48,-0.4
2024-07-05,2391.46,2358.01,2393.04,2354.03,1.5
2015-08-05,1085.05,1087.59,1092.16,1082.85,-0.22
2016-08-05,1335.8,1360.72,1365.51,1334.87,-1.87
2019-08-05,1463.8,1440.6,1469.8,1436.9,1.6
2020-08-05,2040.4,2018.98,2056.1,2010.33,1.08
2021-08-05,1804.01,1811.69,1815.45,1797.74,-0.41
2022-08-05,1774.15,1791.16,1795.29,1764.88,-0.94
2024-08-05,2407.65,2443.27,2458.8,2364.4,-1.46
2016-09-05,1327.08,1324.42,1329.32,1322.31,0.16
2017-09-05,1339.33,1335.07,1345.18,1327.96,0.35
2018-09-05,1196.75,1191.18,1198.82,1191.1,0.45
2019-09-05,1519.35,1552.45,1553.25,1509.28,-2.14
2022-09-05,1710.21,1712.99,1716.34,1707.47,-0.07
2023-09-05,1925.81,1938.59,1939.13,1925.22,-0.64
2024-09-05,2516.32,2495.5,2523.54,2493.76,0.89
2015-10-05,1135.75,1137.71,1141.95,1129.73,-0.21
2016-10-05,1266.7,1269.41,1277.51,1262.12,-0.13
2017-10-05,1268.05,1275.16,1279.42,1266.9,-0.52
2018-10-05,1202.86,1199.41,1206.18,1197.0,0.27
2020-10-05,1912.9,1902.24,1918.74,1886.81,0.75
2021-10-05,1759.96,1769.75,1771.03,1748.56,-0.54
2022-10-05,1715.81,1726.42,1728.1,1700.15,-0.6
2023-10-05,1820.01,1820.49,1829.3,1812.7,-0.06
2015-11-05,1103.95,1107.56,1111.61,1102.75,-0.32
2018-11-05,1231.3,1233.36,1235.46,1226.88,-0.13
2019-11-05,1484.1,1509.64,1509.9,1479.35,-1.69
2020-11-05,1948.56,1903.65,1952.95,1902.43,2.38
2021-11-05,1816.73,1792.14,1818.61,1785.17,1.4
2024-11-05,2743.59,2736.58,2750.06,2724.75,0.26
2016-12-05,1170.26,1182.8,1187.79,1157.08,-0.57
2017-12-05,1266.55,1276.54,1277.41,1261.11,-0.76
2018-12-05,1237.56,1238.54,1239.35,1232.96,-0.08
2019-12-05,1475.7,1474.06,1480.5,1472.6,0.09
2022-12-05,1768.39,1797.92,1810.33,1765.32,-1.64
2023-12-05,2019.42,2030.15,2041.33,2010.02,-0.51
2024-12-05,2632.05,2649.92,2655.62,2623.55,-0.67
2015-01-06,1219.2,1204.85,1223.15,1201.85,1.22
2016-01-06,1094.45,1077.55,1095.45,1074.7,1.56
2017-01-06,1172.81,1180.38,1181.49,1170.37,-0.65
2020-01-06,1565.96,1560.59,1582.69,1560.59,0.92
2021-01-06,1918.81,1950.3,1959.6,1901.11,-1.57
2022-01-06,1788.68,1809.94,1811.89,1786.03,-1.15
2023-01-06,1865.71,1833.27,1870.37,1830.53,1.77
2025-01-06,2635.33,2641.0,2649.62,2614.6,-0.14
2015-02-06,1233.72,1264.82,1269.3,1228.75,-2.45
2017-02-06,1235.59,1219.67,1235.84,1219.01,1.29
2018-02-06,1325.02,1339.68,1346.08,1320.04,-1.09
2019-02-06,1306.22,1315.03,1315.88,1305.38,-0.67
2020-02-06,1566.85,1556.88,1568.29,1552.24,0.65
2023-02-06,1867.36,1865.17,1881.54,1860.39,0.1
2024-02-06,2035.46,2024.99,2039.02,2022.55,0.53
2025-02-06,2856.5,2865.26,2873.74,2834.4,-0.3
2015-03-06,1167.21,1198.65,1201.29,1163.94,-2.62
2017-03-06,1225.96,1232.81,1237.17,1224.65,-0.68
2018-03-06,1334.46,1320.36,1338.89,1319.91,1.09
2019-03-06,1286.76,1287.62,1291.07,1283.45,-0.05
2020-03-06,1674.23,1670.66,1692.11,1647.98,0.22
2023-03-06,1846.85,1855.35,1858.84,1845.08,-0.44
2024-03-06,2148.29,2127.95,2152.29,2123.65,0.98
2025-03-06,2909.99,2918.98,2926.88,2891.34,-0.3
2015-04-06,1214.7,1215.63,1224.5,1213.85,0.31
2016-04-06,1222.35,1231.86,1232.41,1217.2,-0.71
2017-04-06,1251.8,1256.4,1259.46,1249.85,-0.28
2018-04-06,1333.2,1326.38,1335.59,1321.47,0.5
2020-04-06,1663.0,1596.8,1669.76,1596.8,2.75
2021-04-06,1743.57,1728.49,1745.68,1726.82,0.88
2022-04-06,1925.48,1923.69,1933.65,1915.24,0.09
2023-04-06,2008.02,2020.13,2021.63,2000.88,-0.61
2015-05-06,1191.8,1193.19,1197.9,1188.3,-0.13
2016-05-06,1288.7,1278.5,1296.1,1274.4,0.83
2019-05-06,1280.33,1281.06,1285.76,1276.6,0.09
2020-05-06,1685.88,1705.77,1707.85,1681.34,-1.25
2021-05-06,1815.18,1787.09,1818.21,1781.67,1.61
2022-05-06,1882.96,1877.3,1892.93,1865.84,0.33
2024-05-06,2323.57,2302.5,2331.99,2291.79,0.96
2016-06-06,1245.24,1242.79,1248.79,1239.93,0.06
2017-06-06,1294.0,1280.26,1296.47,1279.44,1.1
2018-06-06,1297.0,1297.15,1302.85,1294.63,0.07
2019-06-06,1335.55,1332.36,1340.43,1327.8,0.4
2022-06-06,1841.0,1850.29,1858.15,1840.5,-0.53
2023-06-06,1962.85,1962.11,1966.85,1954.0,0.06
2024-06-06,2375.61,2355.16,2378.57,2353.6,0.88
2015-07-06,1170.15,1173.3,1175.2,1163.3,0.19
2016-07-06,1363.89,1356.74,1375.3,1356.23,0.57
2017-07-06,1225.15,1227.06,1229.57,1222.56,-0.15
2018-07-06,1254.99,1257.97,1259.53,1252.93,-0.22
2020-07-06,1783.9,1776.24,1786.98,1770.09,0.5
2021-07-06,1796.69,1791.88,1815.34,1789.91,0.28
2022-07-06,1738.3,1764.87,1773.06,1731.75,-1.48
2023-07-06,1910.8,1916.05,1927.69,1902.68,-0.34
2015-08-06,1089.41,1084.9,1094.3,1083.6,0.4
2018-08-06,1206.94,1214.1,1218.69,1206.93,-0.53
2019-08-06,1474.27,1464.2,1475.21,1456.65,0.72
2020-08-06,2063.81,2040.03,2069.84,2034.83,1.15
2021-08-06,1762.69,1804.28,1804.93,1758.33,-2.29
2024-08-06,2389.37,2410.01,2418.35,2381.79,-0.76
2016-09-06,1349.88,1325.37,1352.16,1324.77,1.72
2017-09-06,1334.14,1339.55,1342.84,1331.66,-0.39
2018-09-06,1200.14,1197.19,1207.36,1195.59,0.28
2019-09-06,1506.95,1519.25,1527.7,1502.75,-0.82
2021-09-06,1823.1,1828.66,1830.6,1820.58,-0.17
2022-09-06,1701.15,1710.56,1727.24,1699.3,-0.53
2023-09-06,1916.28,1926.16,1929.8,1914.8,-0.5
2024-09-06,2497.03,2516.9,2529.3,2485.15,-0.77
2015-10-06,1147.11,1135.65,1151.61,1135.11,1.0
2016-10-06,1254.74,1267.73,1269.94,1250.2,-0.94
2017-10-06,1276.03,1269.09,1277.18,1260.89,0.63
2020-10-06,1877.13,1913.28,1921.1,1874.57,-1.87
2021-10-06,1762.48,1760.45,1765.78,1745.45,0.14
2022-10-06,1710.85,1716.06,1726.09,1706.53,-0.29
2023-10-06,1832.26,1820.4,1834.97,1810.1,0.67
2015-11-06,1088.64,1103.89,1110.68,1085.29,-1.39
2017-11-06,1281.55,1269.49,1283.01,1266.05,0.92
2018-11-06,1226.8,1231.66,1236.31,1223.41,-0.37
2019-11-06,1490.46,1484.1,1494.3,1482.21,0.43
2020-11-06,1951.51,1949.24,1960.77,1935.4,0.15
2023-11-06,1977.68,1992.3,1993.3,1977.52,-0.73
2024-11-06,2659.24,2743.88,2749.8,2652.44,-3.07
2016-12-06,1169.74,1170.18,1175.4,1166.53,-0.04
2017-12-06,1263.94,1266.62,1269.32,1262.39,-0.21
2018-12-06,1237.99,1237.87,1244.7,1234.64,0.03
2019-12-06,1459.76,1475.85,1477.15,1458.42,-1.08
2021-12-06,1778.11,1784.79,1787.87,1775.91,-0.32
2022-12-06,1770.91,1768.67,1781.46,1765.72,0.14
2023-12-06,2024.9,2019.74,2036.3,2017.27,0.27
2024-12-06,2632.91,2632.18,2645.69,2613.57,0.03
2015-01-07,1210.8,1219.55,1219.85,1209.2,-0.69
2016-01-07,1109.25,1094.45,1110.2,1091.09,1.35
2019-01-07,1288.67,1285.78,1295.14,1282.29,0.29
2020-01-07,1573.99,1565.93,1577.38,1555.1,0.51
2021-01-07,1912.5,1919.4,1927.97,1906.86,-0.33
